"Accreditation Rates"
4/3/2023

Year,Division,School,Indicator,Subgroup,"Level Code","Percent Passing","Percent Passing With Recovery","Percent Showing Growth","Percent Showing EL Progress or Proficiency","Accreditation Combined Rate","No Proficiency or Growth"
2022,"Isle of Wight County Public Schools","Carrollton Elementary","Achievement Gap - Math","Multiple Races",SCH,94,0,6,,100,0
2022,"Isle of Wight County Public Schools","Carrollton Elementary","Achievement Gap - Math","Students with Disabilities",SCH,43,0,30,,74,26
2022,"Isle of Wight County Public Schools","Carrollton Elementary","Achievement Gap - Math",White,SCH,84,0,14,,98,2
2022,"Isle of Wight County Public Schools","Carrsville Elementary","Academic Achievement - English","All Students",SCH,77,6,9,0,93,7
2022,"Isle of Wight County Public Schools","Carrsville Elementary","Academic Achievement - Math","All Students",SCH,83,4,9,,96,4
2022,"Isle of Wight County Public Schools","Carrsville Elementary","Academic Achievement - Science","All Students",SCH,87,,,,,
2022,"Isle of Wight County Public Schools","Carrsville Elementary","Achievement Gap - English",Black,SCH,36,14,43,0,93,7
2022,"Isle of Wight County Public Schools","Carrsville Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,65,11,15,0,91,9
2022,"Isle of Wight County Public Schools","Carrsville Elementary","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Isle of Wight County Public Schools","Carrsville Elementary","Achievement Gap - English",Hispanic,SCH,<,<,<,<,<,<
2022,"Isle of Wight County Public Schools","Carrsville Elementary","Achievement Gap - English","Multiple Races",SCH,<,<,<,<,<,<
2022,"Isle of Wight County Public Schools","Carrsville Elementary","Achievement Gap - English","Students with Disabilities",SCH,50,14,14,0,79,21
2022,"Isle of Wight County Public Schools","Carrsville Elementary","Achievement Gap - English",White,SCH,80,6,5,0,91,9
2022,"Isle of Wight County Public Schools","Carrsville Elementary","Achievement Gap - Math",Black,SCH,53,20,20,,93,7
2022,"Isle of Wight County Public Schools","Carrsville Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,70,7,14,,91,9
2022,"Isle of Wight County Public Schools","Carrsville Elementary","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"Isle of Wight County Public Schools","Carrsville Elementary","Achievement Gap - Math",Hispanic,SCH,<,<,<,,<,<
2022,"Isle of Wight County Public Schools","Carrsville Elementary","Achievement Gap - Math","Multiple Races",SCH,<,<,<,,<,<
2022,"Isle of Wight County Public Schools","Carrsville Elementary","Achievement Gap - Math","Students with Disabilities",SCH,58,0,25,,83,17
2022,"Isle of Wight County Public Schools","Carrsville Elementary","Achievement Gap - Math",White,SCH,86,1,9,,96,4
2022,"Isle of Wight County Public Schools","Georgie D. Tyler Middle","Academic Achievement - English","All Students",SCH,69,5,7,0,81,19
2022,"Isle of Wight County Public Schools","Georgie D. Tyler Middle","Academic Achievement - Math","All Students",SCH,62,11,15,,88,12
2022,"Isle of Wight County Public Schools","Georgie D. Tyler Middle","Academic Achievement - Science","All Students",SCH,64,,,,,
2022,"Isle of Wight County Public Schools","Georgie D. Tyler Middle","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"Isle of Wight County Public Schools","Georgie D. Tyler Middle","Achievement Gap - English",Black,SCH,49,11,10,0,70,30
2022,"Isle of Wight County Public Schools","Georgie D. Tyler Middle","Achievement Gap - English","Economically Disadvantaged",SCH,57,4,10,0,72,28
2022,"Isle of Wight County Public Schools","Georgie D. Tyler Middle","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Isle of Wight County Public Schools","Georgie D. Tyler Middle","Achievement Gap - English",Hispanic,SCH,68,5,14,0,86,14
2022,"Isle of Wight County Public Schools","Georgie D. Tyler Middle","Achievement Gap - English","Multiple Races",SCH,85,0,5,0,90,10
2022,"Isle of Wight County Public Schools","Georgie D. Tyler Middle","Achievement Gap - English","Students with Disabilities",SCH,30,10,20,0,61,39
2022,"Isle of Wight County Public Schools","Georgie D. Tyler Middle","Achievement Gap - English",White,SCH,74,3,6,0,83,17
2022,"Isle of Wight County Public Schools","Georgie D. Tyler Middle","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Isle of Wight County Public Schools","Georgie D. Tyler Middle","Achievement Gap - Math",Black,SCH,36,14,27,,77,23
2022,"Isle of Wight County Public Schools","Georgie D. Tyler Middle","Achievement Gap - Math","Economically Disadvantaged",SCH,49,12,20,,82,18
2022,"Isle of Wight County Public Schools","Georgie D. Tyler Middle","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"Isle of Wight County Public Schools","Georgie D. Tyler Middle","Achievement Gap - Math",Hispanic,SCH,74,16,11,,100,0
2022,"Isle of Wight County Public Schools","Georgie D. Tyler Middle","Achievement Gap - Math","Multiple Races",SCH,79,7,7,,93,7
2022,"Isle of Wight County Public Schools","Georgie D. Tyler Middle","Achievement Gap - Math","Students with Disabilities",SCH,16,3,39,,59,41
2022,"Isle of Wight County Public Schools","Georgie D. Tyler Middle","Achievement Gap - Math",White,SCH,67,10,12,,89,11
2022,"Isle of Wight County Public Schools","Hardy Elementary","Academic Achievement - English","All Students",SCH,73,5,13,0,91,9
2022,"Isle of Wight County Public Schools","Hardy Elementary","Academic Achievement - Math","All Students",SCH,70,4,18,,91,9
2022,"Isle of Wight County Public Schools","Hardy Elementary","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"Isle of Wight County Public Schools","Hardy Elementary","Achievement Gap - English",Black,SCH,57,6,24,0,88,12
2022,"Isle of Wight County Public Schools","Hardy Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,67,4,20,0,90,10
2022,"Isle of Wight County Public Schools","Hardy Elementary","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Isle of Wight County Public Schools","Hardy Elementary","Achievement Gap - English",Hispanic,SCH,71,6,18,0,94,6
2022,"Isle of Wight County Public Schools","Hardy Elementary","Achievement Gap - English","Multiple Races",SCH,75,0,25,0,100,0
2022,"Isle of Wight County Public Schools","Hardy Elementary","Achievement Gap - English","Students with Disabilities",SCH,50,9,18,0,76,24
2022,"Isle of Wight County Public Schools","Hardy Elementary","Achievement Gap - English",White,SCH,81,5,7,0,92,8
2022,"Isle of Wight County Public Schools","Hardy Elementary","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Isle of Wight County Public Schools","Hardy Elementary","Achievement Gap - Math",Black,SCH,50,8,28,,86,14
2022,"Isle of Wight County Public Schools","Hardy Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,54,2,31,,88,12
2022,"Isle of Wight County Public Schools","Hardy Elementary","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"Isle of Wight County Public Schools","Hardy Elementary","Achievement Gap - Math",Hispanic,SCH,81,0,19,,100,0
2022,"Isle of Wight County Public Schools","Hardy Elementary","Achievement Gap - Math","Multiple Races",SCH,75,0,17,,92,8
2022,"Isle of Wight County Public Schools","Hardy Elementary","Achievement Gap - Math","Students with Disabilities",SCH,44,3,31,,78,22
2022,"Isle of Wight County Public Schools","Hardy Elementary","Achievement Gap - Math",White,SCH,77,3,13,,92,8
2022,"Isle of Wight County Public Schools","Smithfield High","Academic Achievement - English","All Students",SCH,85,0,0,0,85,15
2022,"Isle of Wight County Public Schools","Smithfield High","Academic Achievement - Math","All Students",SCH,86,0,0,,86,14
2022,"Isle of Wight County Public Schools","Smithfield High","Academic Achievement - Science","All Students",SCH,75,,,,,
2022,"Isle of Wight County Public Schools","Smithfield High","Achievement Gap - English",Asian,SCH,79,0,0,0,79,21
2022,"Isle of Wight County Public Schools","Smithfield High","Achievement Gap - English",Black,SCH,77,0,0,0,77,23
2022,"Isle of Wight County Public Schools","Smithfield High","Achievement Gap - English","Economically Disadvantaged",SCH,72,0,0,0,72,28
2022,"Isle of Wight County Public Schools","Smithfield High","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Isle of Wight County Public Schools","Smithfield High","Achievement Gap - English",Hispanic,SCH,82,0,0,0,82,18
2022,"Isle of Wight County Public Schools","Smithfield High","Achievement Gap - English","Multiple Races",SCH,95,0,0,0,95,5
2022,"Isle of Wight County Public Schools","Smithfield High","Achievement Gap - English","Students with Disabilities",SCH,58,0,0,0,58,42
2022,"Isle of Wight County Public Schools","Smithfield High","Achievement Gap - English",White,SCH,90,0,0,0,90,10
2022,"Isle of Wight County Public Schools","Smithfield High","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Isle of Wight County Public Schools","Smithfield High","Achievement Gap - Math",Black,SCH,82,0,0,,82,18
2022,"Isle of Wight County Public Schools","Smithfield High","Achievement Gap - Math","Economically Disadvantaged",SCH,77,0,0,,77,23
2022,"Isle of Wight County Public Schools","Smithfield High","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"Isle of Wight County Public Schools","Smithfield High","Achievement Gap - Math",Hispanic,SCH,85,0,0,,85,15
2022,"Isle of Wight County Public Schools","Smithfield High","Achievement Gap - Math","Multiple Races",SCH,89,0,0,,89,11
2022,"Isle of Wight County Public Schools","Smithfield High","Achievement Gap - Math","Students with Disabilities",SCH,62,0,0,,62,38
2022,"Isle of Wight County Public Schools","Smithfield High","Achievement Gap - Math",White,SCH,89,0,0,,89,11
2022,"Isle of Wight County Public Schools","Smithfield Middle","Academic Achievement - English","All Students",SCH,76,0,4,0,80,20
2022,"Isle of Wight County Public Schools","Smithfield Middle","Academic Achievement - Math","All Students",SCH,72,0,13,,85,15
2022,"Isle of Wight County Public Schools","Smithfield Middle","Academic Achievement - Science","All Students",SCH,60,,,,,
2022,"Isle of Wight County Public Schools","Smithfield Middle","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"Isle of Wight County Public Schools","Smithfield Middle","Achievement Gap - English",Black,SCH,65,0,6,0,71,29
2022,"Isle of Wight County Public Schools","Smithfield Middle","Achievement Gap - English","Economically Disadvantaged",SCH,65,0,6,0,71,29
2022,"Isle of Wight County Public Schools","Smithfield Middle","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Isle of Wight County Public Schools","Smithfield Middle","Achievement Gap - English",Hispanic,SCH,88,0,0,2,90,10
2022,"Isle of Wight County Public Schools","Smithfield Middle","Achievement Gap - English","Multiple Races",SCH,82,0,1,0,84,16
2022,"Isle of Wight County Public Schools","Smithfield Middle","Achievement Gap - English","Students with Disabilities",SCH,29,0,15,0,44,56
2022,"Isle of Wight County Public Schools","Smithfield Middle","Achievement Gap - English",White,SCH,82,0,3,0,84,16
2022,"Isle of Wight County Public Schools","Smithfield Middle","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Isle of Wight County Public Schools","Smithfield Middle","Achievement Gap - Math",Black,SCH,61,0,19,,80,20
2022,"Isle of Wight County Public Schools","Smithfield Middle","Achievement Gap - Math","Economically Disadvantaged",SCH,59,0,22,,80,20
2022,"Isle of Wight County Public Schools","Smithfield Middle","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"Isle of Wight County Public Schools","Smithfield Middle","Achievement Gap - Math",Hispanic,SCH,88,0,4,,92,8
2022,"Isle of Wight County Public Schools","Smithfield Middle","Achievement Gap - Math","Multiple Races",SCH,80,0,10,,90,10
2022,"Isle of Wight County Public Schools","Smithfield Middle","Achievement Gap - Math","Students with Disabilities",SCH,32,0,32,,63,37
2022,"Isle of Wight County Public Schools","Smithfield Middle","Achievement Gap - Math",White,SCH,77,0,10,,87,13
2022,"Isle of Wight County Public Schools","Westside Elementary","Academic Achievement - English","All Students",SCH,71,8,10,0,89,11
2022,"Isle of Wight County Public Schools","Westside Elementary","Academic Achievement - Math","All Students",SCH,64,8,14,,85,15
2022,"Isle of Wight County Public Schools","Westside Elementary","Academic Achievement - Science","All Students",SCH,72,,,,,
2022,"Isle of Wight County Public Schools","Westside Elementary","Achievement Gap - English",Asian,SCH,82,0,9,9,100,0
2022,"Isle of Wight County Public Schools","Westside Elementary","Achievement Gap - English",Black,SCH,59,10,14,0,83,17
2022,"Isle of Wight County Public Schools","Westside Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,55,10,16,0,81,19
2022,"Isle of Wight County Public Schools","Westside Elementary","Achievement Gap - English","English Learners",SCH,53,12,18,6,88,12
2022,"Isle of Wight County Public Schools","Westside Elementary","Achievement Gap - English",Hispanic,SCH,64,8,13,0,85,15
2022,"Isle of Wight County Public Schools","Westside Elementary","Achievement Gap - English","Multiple Races",SCH,77,8,8,0,93,7
2022,"Isle of Wight County Public Schools","Westside Elementary","Achievement Gap - English","Students with Disabilities",SCH,29,9,30,0,69,31
2022,"Isle of Wight County Public Schools","Westside Elementary","Achievement Gap - English",White,SCH,77,7,7,0,91,9
2022,"Isle of Wight County Public Schools","Westside Elementary","Achievement Gap - Math",Asian,SCH,75,8,8,,92,8
2022,"Isle of Wight County Public Schools","Westside Elementary","Achievement Gap - Math",Black,SCH,48,11,21,,79,21
2022,"Isle of Wight County Public Schools","Westside Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,43,10,25,,79,21
2022,"Isle of Wight County Public Schools","Westside Elementary","Achievement Gap - Math","English Learners",SCH,63,13,6,,81,19
2022,"Isle of Wight County Public Schools","Westside Elementary","Achievement Gap - Math",Hispanic,SCH,69,4,12,,86,14
2022,"Isle of Wight County Public Schools","Westside Elementary","Achievement Gap - Math","Multiple Races",SCH,66,5,17,,88,12
2022,"Isle of Wight County Public Schools","Westside Elementary","Achievement Gap - Math","Students with Disabilities",SCH,26,10,29,,65,35
2022,"Isle of Wight County Public Schools","Westside Elementary","Achievement Gap - Math",White,SCH,72,7,10,,89,11
2022,"Isle of Wight County Public Schools","Windsor Elementary","Academic Achievement - English","All Students",SCH,76,3,10,0,88,12
2022,"Isle of Wight County Public Schools","Windsor Elementary","Academic Achievement - Math","All Students",SCH,79,1,12,,92,8
2022,"Isle of Wight County Public Schools","Windsor Elementary","Academic Achievement - Science","All Students",SCH,74,,,,,
2022,"Isle of Wight County Public Schools","Windsor Elementary","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"Isle of Wight County Public Schools","Windsor Elementary","Achievement Gap - English",Black,SCH,58,0,20,0,78,22
2022,"Isle of Wight County Public Schools","Windsor Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,69,2,13,0,84,16
2022,"Isle of Wight County Public Schools","Windsor Elementary","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Isle of Wight County Public Schools","Windsor Elementary","Achievement Gap - English",Hispanic,SCH,71,0,24,0,94,6
2022,"Isle of Wight County Public Schools","Windsor Elementary","Achievement Gap - English","Multiple Races",SCH,79,3,10,0,93,7
2022,"Isle of Wight County Public Schools","Windsor Elementary","Achievement Gap - English","Students with Disabilities",SCH,49,6,20,0,76,24
2022,"Isle of Wight County Public Schools","Windsor Elementary","Achievement Gap - English",White,SCH,80,4,6,0,90,10
2022,"Isle of Wight County Public Schools","Windsor Elementary","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Isle of Wight County Public Schools","Windsor Elementary","Achievement Gap - Math",Black,SCH,64,2,22,,88,12
2022,"Isle of Wight County Public Schools","Windsor Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,71,2,14,,88,12
2022,"Isle of Wight County Public Schools","Windsor Elementary","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"Isle of Wight County Public Schools","Windsor Elementary","Achievement Gap - Math",Hispanic,SCH,88,0,13,,100,0
2022,"Isle of Wight County Public Schools","Windsor Elementary","Achievement Gap - Math","Multiple Races",SCH,79,3,7,,90,10
2022,"Isle of Wight County Public Schools","Windsor Elementary","Achievement Gap - Math","Students with Disabilities",SCH,57,0,30,,86,14
2022,"Isle of Wight County Public Schools","Windsor Elementary","Achievement Gap - Math",White,SCH,82,1,10,,93,7
2022,"Isle of Wight County Public Schools","Windsor High","Academic Achievement - English","All Students",SCH,87,0,0,0,87,13
2022,"Isle of Wight County Public Schools","Windsor High","Academic Achievement - Math","All Students",SCH,82,0,0,,82,18
2022,"Isle of Wight County Public Schools","Windsor High","Academic Achievement - Science","All Students",SCH,85,,,,,
2022,"Isle of Wight County Public Schools","Windsor High","Achievement Gap - English",Black,SCH,80,0,0,0,80,20
2022,"Isle of Wight County Public Schools","Windsor High","Achievement Gap - English","Economically Disadvantaged",SCH,80,0,0,0,80,20
2022,"Isle of Wight County Public Schools","Windsor High","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"Isle of Wight County Public Schools","Windsor High","Achievement Gap - English",Hispanic,SCH,100,0,0,0,100,0
2022,"Isle of Wight County Public Schools","Windsor High","Achievement Gap - English","Multiple Races",SCH,83,0,0,0,83,17
2022,"Isle of Wight County Public Schools","Windsor High","Achievement Gap - English","Students with Disabilities",SCH,69,0,0,0,69,31
2022,"Isle of Wight County Public Schools","Windsor High","Achievement Gap - English",White,SCH,88,0,0,0,88,12
2022,"Isle of Wight County Public Schools","Windsor High","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"Isle of Wight County Public Schools","Windsor High","Achievement Gap - Math",Black,SCH,73,0,0,,73,27
2022,"Isle of Wight County Public Schools","Windsor High","Achievement Gap - Math","Economically Disadvantaged",SCH,82,0,0,,82,18
2022,"Isle of Wight County Public Schools","Windsor High","Achievement Gap - Math",Hispanic,SCH,<,<,<,,<,<
2022,"Isle of Wight County Public Schools","Windsor High","Achievement Gap - Math","Multiple Races",SCH,80,0,0,,80,20
2022,"Isle of Wight County Public Schools","Windsor High","Achievement Gap - Math","Students with Disabilities",SCH,65,0,0,,65,35
2022,"Isle of Wight County Public Schools","Windsor High","Achievement Gap - Math",White,SCH,85,0,0,,85,15
2022,"King George County Public Schools","King George Elementary","Academic Achievement - English","All Students",SCH,65,5,16,1,86,14
2022,"King George County Public Schools","King George Elementary","Academic Achievement - Math","All Students",SCH,57,11,18,,86,14
2022,"King George County Public Schools","King George Elementary","Academic Achievement - Science","All Students",SCH,57,,,,,
2022,"King George County Public Schools","King George Elementary","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"King George County Public Schools","King George Elementary","Achievement Gap - English",Black,SCH,46,9,24,0,78,22
2022,"King George County Public Schools","King George Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,46,8,24,1,79,21
2022,"King George County Public Schools","King George Elementary","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"King George County Public Schools","King George Elementary","Achievement Gap - English",Hispanic,SCH,63,0,13,13,88,12
2022,"King George County Public Schools","King George Elementary","Achievement Gap - English","Multiple Races",SCH,58,3,19,0,81,19
2022,"King George County Public Schools","King George Elementary","Achievement Gap - English","Students with Disabilities",SCH,34,2,40,2,77,23
2022,"King George County Public Schools","King George Elementary","Achievement Gap - English",White,SCH,72,4,13,0,89,11
2022,"King George County Public Schools","King George Elementary","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"King George County Public Schools","King George Elementary","Achievement Gap - Math",Black,SCH,35,13,30,,77,23
2022,"King George County Public Schools","King George Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,41,13,26,,80,20
2022,"King George County Public Schools","King George Elementary","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"King George County Public Schools","King George Elementary","Achievement Gap - Math",Hispanic,SCH,53,11,26,,89,11
2022,"King George County Public Schools","King George Elementary","Achievement Gap - Math","Multiple Races",SCH,51,8,19,,78,22
2022,"King George County Public Schools","King George Elementary","Achievement Gap - Math","Students with Disabilities",SCH,29,9,34,,71,29
2022,"King George County Public Schools","King George Elementary","Achievement Gap - Math",White,SCH,65,11,13,,89,11
2022,"King George County Public Schools","King George High","Academic Achievement - English","All Students",SCH,95,0,0,0,95,5
2022,"King George County Public Schools","King George High","Academic Achievement - Math","All Students",SCH,68,0,0,,68,32
2022,"King George County Public Schools","King George High","Academic Achievement - Science","All Students",SCH,60,,,,,
2022,"King George County Public Schools","King George High","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"King George County Public Schools","King George High","Achievement Gap - English",Black,SCH,87,0,0,0,87,13
2022,"King George County Public Schools","King George High","Achievement Gap - English","Economically Disadvantaged",SCH,88,0,0,0,88,12
2022,"King George County Public Schools","King George High","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"King George County Public Schools","King George High","Achievement Gap - English",Hispanic,SCH,98,0,0,2,100,0
2022,"King George County Public Schools","King George High","Achievement Gap - English","Multiple Races",SCH,93,0,0,0,93,7
2022,"King George County Public Schools","King George High","Achievement Gap - English","Students with Disabilities",SCH,79,0,0,0,79,21
2022,"King George County Public Schools","King George High","Achievement Gap - English",White,SCH,96,0,0,0,96,4
2022,"King George County Public Schools","King George High","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"King George County Public Schools","King George High","Achievement Gap - Math",Black,SCH,46,0,0,,46,54
2022,"King George County Public Schools","King George High","Achievement Gap - Math","Economically Disadvantaged",SCH,43,0,0,,43,57
2022,"King George County Public Schools","King George High","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"King George County Public Schools","King George High","Achievement Gap - Math",Hispanic,SCH,72,0,0,,72,28
2022,"King George County Public Schools","King George High","Achievement Gap - Math","Multiple Races",SCH,66,0,0,,66,34
2022,"King George County Public Schools","King George High","Achievement Gap - Math","Students with Disabilities",SCH,24,0,0,,24,76
2022,"King George County Public Schools","King George High","Achievement Gap - Math",White,SCH,74,0,0,,74,26
2022,"King George County Public Schools","King George Middle","Academic Achievement - English","All Students",SCH,70,6,5,0,81,19
2022,"King George County Public Schools","King George Middle","Academic Achievement - Math","All Students",SCH,59,8,13,,81,19
2022,"King George County Public Schools","King George Middle","Academic Achievement - Science","All Students",SCH,77,,,,,
2022,"King George County Public Schools","King George Middle","Achievement Gap - English",Asian,SCH,81,0,0,0,81,19
2022,"King George County Public Schools","King George Middle","Achievement Gap - English",Black,SCH,54,7,9,0,70,30
2022,"King George County Public Schools","King George Middle","Achievement Gap - English","Economically Disadvantaged",SCH,53,7,8,0,69,31
2022,"King George County Public Schools","King George Middle","Achievement Gap - English","English Learners",SCH,21,7,14,29,71,29
2022,"King George County Public Schools","King George Middle","Achievement Gap - English",Hispanic,SCH,71,6,5,3,85,15
2022,"King George County Public Schools","King George Middle","Achievement Gap - English","Multiple Races",SCH,66,6,7,0,78,22
2022,"King George County Public Schools","King George Middle","Achievement Gap - English","Students with Disabilities",SCH,28,6,18,0,53,47
2022,"King George County Public Schools","King George Middle","Achievement Gap - English",White,SCH,75,6,3,0,84,16
2022,"King George County Public Schools","King George Middle","Achievement Gap - Math",Asian,SCH,83,8,8,,100,0
2022,"King George County Public Schools","King George Middle","Achievement Gap - Math",Black,SCH,43,11,18,,72,28
2022,"King George County Public Schools","King George Middle","Achievement Gap - Math","Economically Disadvantaged",SCH,38,10,19,,67,33
2022,"King George County Public Schools","King George Middle","Achievement Gap - Math","English Learners",SCH,10,0,30,,40,60
2022,"King George County Public Schools","King George Middle","Achievement Gap - Math",Hispanic,SCH,57,7,14,,78,22
2022,"King George County Public Schools","King George Middle","Achievement Gap - Math","Multiple Races",SCH,57,11,13,,81,19
2022,"King George County Public Schools","King George Middle","Achievement Gap - Math","Students with Disabilities",SCH,18,3,28,,49,51
2022,"King George County Public Schools","King George Middle","Achievement Gap - Math",White,SCH,63,7,12,,83,17
2022,"King George County Public Schools","Potomac Elementary","Academic Achievement - English","All Students",SCH,75,6,8,0,90,10
2022,"King George County Public Schools","Potomac Elementary","Academic Achievement - Math","All Students",SCH,72,8,12,,92,8
2022,"King George County Public Schools","Potomac Elementary","Academic Achievement - Science","All Students",SCH,73,,,,,
2022,"King George County Public Schools","Potomac Elementary","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"King George County Public Schools","Potomac Elementary","Achievement Gap - English",Black,SCH,53,9,13,0,75,25
2022,"King George County Public Schools","Potomac Elementary","Achievement Gap - English","Economically Disadvantaged",SCH,57,6,13,1,77,23
2022,"King George County Public Schools","Potomac Elementary","Achievement Gap - English","English Learners",SCH,<,<,<,<,<,<
2022,"King George County Public Schools","Potomac Elementary","Achievement Gap - English",Hispanic,SCH,75,8,8,4,96,4
2022,"King George County Public Schools","Potomac Elementary","Achievement Gap - English","Multiple Races",SCH,67,8,17,0,92,8
2022,"King George County Public Schools","Potomac Elementary","Achievement Gap - English","Students with Disabilities",SCH,41,5,32,0,78,22
2022,"King George County Public Schools","Potomac Elementary","Achievement Gap - English",White,SCH,81,5,6,0,92,8
2022,"King George County Public Schools","Potomac Elementary","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"King George County Public Schools","Potomac Elementary","Achievement Gap - Math",Black,SCH,35,3,39,,77,23
2022,"King George County Public Schools","Potomac Elementary","Achievement Gap - Math","Economically Disadvantaged",SCH,51,9,22,,81,19
2022,"King George County Public Schools","Potomac Elementary","Achievement Gap - Math","English Learners",SCH,<,<,<,,<,<
2022,"King George County Public Schools","Potomac Elementary","Achievement Gap - Math",Hispanic,SCH,63,8,13,,83,17
2022,"King George County Public Schools","Potomac Elementary","Achievement Gap - Math","Multiple Races",SCH,65,14,14,,92,8
2022,"King George County Public Schools","Potomac Elementary","Achievement Gap - Math","Students with Disabilities",SCH,44,3,31,,77,23
2022,"King George County Public Schools","Potomac Elementary","Achievement Gap - Math",White,SCH,81,7,7,,96,4
2022,"King George County Public Schools","Sealston Elementary ","Academic Achievement - English","All Students",SCH,71,6,9,1,87,13
2022,"King George County Public Schools","Sealston Elementary ","Academic Achievement - Math","All Students",SCH,67,9,15,,91,9
2022,"King George County Public Schools","Sealston Elementary ","Academic Achievement - Science","All Students",SCH,63,,,,,
2022,"King George County Public Schools","Sealston Elementary ","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
2022,"King George County Public Schools","Sealston Elementary ","Achievement Gap - English",Black,SCH,55,0,18,3,76,24
2022,"King George County Public Schools","Sealston Elementary ","Achievement Gap - English","Economically Disadvantaged",SCH,58,7,14,3,81,19
2022,"King George County Public Schools","Sealston Elementary ","Achievement Gap - English","English Learners",SCH,25,0,25,33,83,17
2022,"King George County Public Schools","Sealston Elementary ","Achievement Gap - English",Hispanic,SCH,69,4,4,6,83,17
2022,"King George County Public Schools","Sealston Elementary ","Achievement Gap - English","Multiple Races",SCH,69,5,14,0,88,12
2022,"King George County Public Schools","Sealston Elementary ","Achievement Gap - English","Students with Disabilities",SCH,40,10,19,2,71,29
2022,"King George County Public Schools","Sealston Elementary ","Achievement Gap - English",White,SCH,76,7,7,0,90,10
2022,"King George County Public Schools","Sealston Elementary ","Achievement Gap - Math",Asian,SCH,<,<,<,,<,<
2022,"King George County Public Schools","Sealston Elementary ","Achievement Gap - Math",Black,SCH,48,14,25,,86,14
2022,"King George County Public Schools","Sealston Elementary ","Achievement Gap - Math","Economically Disadvantaged",SCH,54,8,23,,85,15
2022,"King George County Public Schools","Sealston Elementary ","Achievement Gap - Math","English Learners",SCH,23,8,38,,69,31
2022,"King George County Public Schools","Sealston Elementary ","Achievement Gap - Math",Hispanic,SCH,59,7,21,,88,12
2022,"King George County Public Schools","Sealston Elementary ","Achievement Gap - Math","Multiple Races",SCH,62,8,17,,87,13
2022,"King George County Public Schools","Sealston Elementary ","Achievement Gap - Math","Students with Disabilities",SCH,41,0,35,,76,24
2022,"King George County Public Schools","Sealston Elementary ","Achievement Gap - Math",White,SCH,74,9,11,,94,6
2022,"King William County Public Schools","Acquinton Elementary","Academic Achievement - English","All Students",SCH,75,7,10,0,92,8
2022,"King William County Public Schools","Acquinton Elementary","Academic Achievement - Math","All Students",SCH,75,10,7,,92,8
2022,"King William County Public Schools","Acquinton Elementary","Academic Achievement - Science","All Students",SCH,81,,,,,
2022,"King William County Public Schools","Acquinton Elementary","Achievement Gap - English",Asian,SCH,<,<,<,<,<,<
