"On-time Graduation Rate"
4/3/2023

Year,Level,Division,Subgroup,Cohort,"Graduation Count","Virginia On-Time Graduation Rate","Completer Count","Completion Rate"
2021,DIV,"Henrico County Public Schools","English Learners",288,164,56.9,171,59.4
2021,DIV,"Henrico County Public Schools",Female,1999,1839,92,1855,92.8
2021,DIV,"Henrico County Public Schools","Foster Care",19,10,52.6,11,57.9
2021,DIV,"Henrico County Public Schools",Hispanic,450,318,70.7,324,72
2021,DIV,"Henrico County Public Schools",Homeless,49,35,71.4,35,71.4
2021,DIV,"Henrico County Public Schools",Male,2135,1885,88.3,1918,89.8
2021,DIV,"Henrico County Public Schools","Military Connected",42,40,95.2,40,95.2
2021,DIV,"Henrico County Public Schools","Multiple Races",169,155,91.7,156,92.3
2021,DIV,"Henrico County Public Schools","Native Hawaiian",<,<,100,<,100
2021,DIV,"Henrico County Public Schools","Students with Disabilities",553,461,83.4,475,85.9
2021,DIV,"Henrico County Public Schools",White,1612,1522,94.4,1544,95.8
2021,DIV,"Henry County Public Schools","All Students",529,460,87,470,88.8
2021,DIV,"Henry County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Henry County Public Schools",Black,116,108,93.1,109,94
2021,DIV,"Henry County Public Schools","Economically Disadvantaged",263,220,83.7,228,86.7
2021,DIV,"Henry County Public Schools","English Learners",19,14,73.7,14,73.7
2021,DIV,"Henry County Public Schools",Female,257,227,88.3,233,90.7
2021,DIV,"Henry County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Henry County Public Schools",Hispanic,79,67,84.8,68,86.1
2021,DIV,"Henry County Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Henry County Public Schools",Male,272,233,85.7,237,87.1
2021,DIV,"Henry County Public Schools","Military Connected",<,<,<,<,<
2021,DIV,"Henry County Public Schools","Multiple Races",32,25,78.1,27,84.4
2021,DIV,"Henry County Public Schools","Students with Disabilities",75,62,82.7,63,84
2021,DIV,"Henry County Public Schools",White,300,258,86,264,88
2021,DIV,"Highland County Public Schools","All Students",17,16,94.1,16,94.1
2021,DIV,"Highland County Public Schools","Economically Disadvantaged",<,<,<,<,<
2021,DIV,"Highland County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Highland County Public Schools",Female,11,11,100,11,100
2021,DIV,"Highland County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"Highland County Public Schools",Male,<,<,<,<,<
2021,DIV,"Highland County Public Schools","Students with Disabilities",<,<,100,<,100
2021,DIV,"Highland County Public Schools",White,16,15,93.8,15,93.8
2021,DIV,"Hopewell City Public Schools","All Students",266,239,89.8,239,89.8
2021,DIV,"Hopewell City Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Hopewell City Public Schools",Asian,<,<,100,<,100
2021,DIV,"Hopewell City Public Schools",Black,162,146,90.1,146,90.1
2021,DIV,"Hopewell City Public Schools","Economically Disadvantaged",254,229,90.2,229,90.2
2021,DIV,"Hopewell City Public Schools","English Learners",<,<,<,<,<
2021,DIV,"Hopewell City Public Schools",Female,143,133,93,133,93
2021,DIV,"Hopewell City Public Schools",Hispanic,20,19,95,19,95
2021,DIV,"Hopewell City Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Hopewell City Public Schools",Male,123,106,86.2,106,86.2
2021,DIV,"Hopewell City Public Schools","Military Connected",<,<,<,<,<
2021,DIV,"Hopewell City Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Hopewell City Public Schools","Students with Disabilities",47,46,97.9,46,97.9
2021,DIV,"Hopewell City Public Schools",White,71,61,85.9,61,85.9
2021,DIV,"Isle of Wight County Public Schools","All Students",472,439,93,447,94.7
2021,DIV,"Isle of Wight County Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Isle of Wight County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Isle of Wight County Public Schools",Black,119,111,93.3,112,94.1
2021,DIV,"Isle of Wight County Public Schools","Economically Disadvantaged",166,150,90.4,155,93.4
2021,DIV,"Isle of Wight County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Isle of Wight County Public Schools",Female,229,220,96.1,222,96.9
2021,DIV,"Isle of Wight County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Isle of Wight County Public Schools",Hispanic,22,17,77.3,18,81.8
2021,DIV,"Isle of Wight County Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Isle of Wight County Public Schools",Male,243,219,90.1,225,92.6
2021,DIV,"Isle of Wight County Public Schools","Military Connected",13,12,92.3,12,92.3
2021,DIV,"Isle of Wight County Public Schools","Multiple Races",33,30,90.9,31,93.9
2021,DIV,"Isle of Wight County Public Schools","Native Hawaiian",<,<,100,<,100
2021,DIV,"Isle of Wight County Public Schools","Students with Disabilities",56,46,82.1,47,83.9
2021,DIV,"Isle of Wight County Public Schools",White,288,271,94.1,276,95.8
2021,DIV,"King George County Public Schools","All Students",390,363,93.1,365,93.6
2021,DIV,"King George County Public Schools",Asian,<,<,100,<,100
2021,DIV,"King George County Public Schools",Black,54,49,90.7,50,92.6
2021,DIV,"King George County Public Schools","Economically Disadvantaged",118,102,86.4,104,88.1
2021,DIV,"King George County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"King George County Public Schools",Female,189,177,93.7,179,94.7
2021,DIV,"King George County Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"King George County Public Schools",Hispanic,25,22,88,22,88
2021,DIV,"King George County Public Schools",Homeless,<,<,<,<,<
2021,DIV,"King George County Public Schools",Male,201,186,92.5,186,92.5
2021,DIV,"King George County Public Schools","Military Connected",39,38,97.4,38,97.4
2021,DIV,"King George County Public Schools","Multiple Races",28,24,85.7,24,85.7
2021,DIV,"King George County Public Schools","Students with Disabilities",48,37,77.1,39,81.3
2021,DIV,"King George County Public Schools",White,276,261,94.6,262,94.9
2021,DIV,"King William County Public Schools","All Students",168,157,93.5,158,94
2021,DIV,"King William County Public Schools","American Indian",<,<,<,<,<
2021,DIV,"King William County Public Schools",Asian,<,<,100,<,100
2021,DIV,"King William County Public Schools",Black,31,31,100,31,100
2021,DIV,"King William County Public Schools","Economically Disadvantaged",66,61,92.4,62,93.9
2021,DIV,"King William County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"King William County Public Schools",Female,76,71,93.4,71,93.4
2021,DIV,"King William County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"King William County Public Schools",Homeless,<,<,<,<,<
2021,DIV,"King William County Public Schools",Male,92,86,93.5,87,94.6
2021,DIV,"King William County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"King William County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"King William County Public Schools","Students with Disabilities",13,13,100,13,100
2021,DIV,"King William County Public Schools",White,123,113,91.9,114,92.7
2021,DIV,"King and Queen County Public Schools","All Students",45,41,91.1,43,95.6
2021,DIV,"King and Queen County Public Schools",Asian,<,<,100,<,100
2021,DIV,"King and Queen County Public Schools",Black,14,13,92.9,13,92.9
2021,DIV,"King and Queen County Public Schools","Economically Disadvantaged",21,19,90.5,20,95.2
2021,DIV,"King and Queen County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"King and Queen County Public Schools",Female,24,24,100,24,100
2021,DIV,"King and Queen County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"King and Queen County Public Schools",Homeless,<,<,100,<,100
2021,DIV,"King and Queen County Public Schools",Male,21,17,81,19,90.5
2021,DIV,"King and Queen County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"King and Queen County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"King and Queen County Public Schools","Students with Disabilities",<,<,<,<,<
2021,DIV,"King and Queen County Public Schools",White,21,18,85.7,20,95.2
2021,DIV,"Lancaster County Public Schools","All Students",93,83,89.2,83,89.2
2021,DIV,"Lancaster County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Lancaster County Public Schools",Black,47,39,83,39,83
2021,DIV,"Lancaster County Public Schools","Economically Disadvantaged",58,48,82.8,48,82.8
2021,DIV,"Lancaster County Public Schools",Female,50,46,92,46,92
2021,DIV,"Lancaster County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"Lancaster County Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Lancaster County Public Schools",Male,43,37,86,37,86
2021,DIV,"Lancaster County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Lancaster County Public Schools","Students with Disabilities",16,14,87.5,14,87.5
2021,DIV,"Lancaster County Public Schools",White,41,39,95.1,39,95.1
2021,DIV,"Lee County Public Schools","All Students",231,200,86.6,203,87.9
2021,DIV,"Lee County Public Schools",Black,<,<,<,<,<
2021,DIV,"Lee County Public Schools","Economically Disadvantaged",148,123,83.1,125,84.5
2021,DIV,"Lee County Public Schools",Female,110,95,86.4,97,88.2
2021,DIV,"Lee County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Lee County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"Lee County Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Lee County Public Schools",Male,121,105,86.8,106,87.6
2021,DIV,"Lee County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Lee County Public Schools","Students with Disabilities",43,36,83.7,36,83.7
2021,DIV,"Lee County Public Schools",White,224,194,86.6,197,87.9
2021,DIV,"Lexington City Public Schools","All Students",<,<,100,<,100
2021,DIV,"Lexington City Public Schools","Economically Disadvantaged",<,<,100,<,100
2021,DIV,"Lexington City Public Schools",Female,<,<,100,<,100
2021,DIV,"Lexington City Public Schools",Male,<,<,100,<,100
2021,DIV,"Lexington City Public Schools","Students with Disabilities",<,<,100,<,100
2021,DIV,"Lexington City Public Schools",White,<,<,100,<,100
2021,DIV,"Loudoun County Public Schools","All Students",6725,6539,97.2,6566,97.6
2021,DIV,"Loudoun County Public Schools","American Indian",18,18,100,18,100
2021,DIV,"Loudoun County Public Schools",Asian,1486,1474,99.2,1476,99.3
2021,DIV,"Loudoun County Public Schools",Black,467,454,97.2,456,97.6
2021,DIV,"Loudoun County Public Schools","Economically Disadvantaged",1438,1310,91.1,1321,91.9
2021,DIV,"Loudoun County Public Schools","English Learners",484,395,81.6,400,82.6
2021,DIV,"Loudoun County Public Schools",Female,3235,3165,97.8,3177,98.2
2021,DIV,"Loudoun County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Loudoun County Public Schools",Hispanic,1165,1051,90.2,1060,91
2021,DIV,"Loudoun County Public Schools",Homeless,114,87,76.3,87,76.3
2021,DIV,"Loudoun County Public Schools",Male,3478,3362,96.7,3377,97.1
2021,DIV,"Loudoun County Public Schools","Military Connected",82,81,98.8,81,98.8
2021,DIV,"Loudoun County Public Schools","Multiple Races",342,340,99.4,341,99.7
2021,DIV,"Loudoun County Public Schools","Native Hawaiian",<,<,100,<,100
2021,DIV,"Loudoun County Public Schools","Students with Disabilities",656,626,95.4,629,95.9
2021,DIV,"Loudoun County Public Schools",White,3241,3196,98.6,3209,99
2021,DIV,"Louisa County Public Schools","All Students",409,389,95.1,390,95.4
2021,DIV,"Louisa County Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Louisa County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Louisa County Public Schools",Black,65,63,96.9,63,96.9
2021,DIV,"Louisa County Public Schools","Economically Disadvantaged",189,173,91.5,173,91.5
2021,DIV,"Louisa County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Louisa County Public Schools",Female,208,201,96.6,201,96.6
2021,DIV,"Louisa County Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Louisa County Public Schools",Hispanic,26,25,96.2,25,96.2
2021,DIV,"Louisa County Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Louisa County Public Schools",Male,201,188,93.5,189,94
2021,DIV,"Louisa County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Louisa County Public Schools","Multiple Races",27,25,92.6,25,92.6
2021,DIV,"Louisa County Public Schools","Students with Disabilities",73,67,91.8,67,91.8
2021,DIV,"Louisa County Public Schools",White,285,270,94.7,271,95.1
2021,DIV,"Lunenburg County Public Schools","All Students",126,115,91.3,116,92.1
2021,DIV,"Lunenburg County Public Schools",Black,41,39,95.1,39,95.1
2021,DIV,"Lunenburg County Public Schools","Economically Disadvantaged",121,110,90.9,111,91.7
2021,DIV,"Lunenburg County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Lunenburg County Public Schools",Female,66,59,89.4,59,89.4
2021,DIV,"Lunenburg County Public Schools",Hispanic,<,<,<,<,<
2021,DIV,"Lunenburg County Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Lunenburg County Public Schools",Male,60,56,93.3,57,95
2021,DIV,"Lunenburg County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Lunenburg County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Lunenburg County Public Schools","Students with Disabilities",19,17,89.5,17,89.5
2021,DIV,"Lunenburg County Public Schools",White,70,62,88.6,62,88.6
2021,DIV,"Lynchburg City Public Schools","All Students",613,491,80.1,522,85.2
2021,DIV,"Lynchburg City Public Schools","American Indian",<,<,<,<,<
2021,DIV,"Lynchburg City Public Schools",Asian,<,<,100,<,100
2021,DIV,"Lynchburg City Public Schools",Black,289,219,75.8,234,81
2021,DIV,"Lynchburg City Public Schools","Economically Disadvantaged",301,229,76.1,251,83.4
2021,DIV,"Lynchburg City Public Schools","English Learners",19,11,57.9,12,63.2
2021,DIV,"Lynchburg City Public Schools",Female,314,256,81.5,275,87.6
2021,DIV,"Lynchburg City Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Lynchburg City Public Schools",Hispanic,39,28,71.8,30,76.9
2021,DIV,"Lynchburg City Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Lynchburg City Public Schools",Male,299,235,78.6,247,82.6
2021,DIV,"Lynchburg City Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Lynchburg City Public Schools","Multiple Races",52,41,78.8,44,84.6
2021,DIV,"Lynchburg City Public Schools","Native Hawaiian",<,<,100,<,100
2021,DIV,"Lynchburg City Public Schools","Students with Disabilities",74,51,68.9,55,74.3
2021,DIV,"Lynchburg City Public Schools",White,220,191,86.8,202,91.8
2021,DIV,"Madison County Public Schools","All Students",135,126,93.3,130,96.3
2021,DIV,"Madison County Public Schools",Black,<,<,<,<,<
2021,DIV,"Madison County Public Schools","Economically Disadvantaged",48,42,87.5,44,91.7
2021,DIV,"Madison County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Madison County Public Schools",Female,65,65,100,65,100
2021,DIV,"Madison County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"Madison County Public Schools",Male,70,61,87.1,65,92.9
2021,DIV,"Madison County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Madison County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Madison County Public Schools","Students with Disabilities",10,9,90,9,90
2021,DIV,"Madison County Public Schools",White,116,109,94,112,96.6
2021,DIV,"Manassas City Public Schools","All Students",541,446,82.4,450,83.2
2021,DIV,"Manassas City Public Schools","American Indian",<,<,<,<,<
2021,DIV,"Manassas City Public Schools",Asian,22,22,100,22,100
2021,DIV,"Manassas City Public Schools",Black,64,56,87.5,58,90.6
2021,DIV,"Manassas City Public Schools","Economically Disadvantaged",244,185,75.8,188,77
2021,DIV,"Manassas City Public Schools","English Learners",170,109,64.1,110,64.7
2021,DIV,"Manassas City Public Schools",Female,275,240,87.3,242,88
2021,DIV,"Manassas City Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Manassas City Public Schools",Hispanic,351,271,77.2,271,77.2
2021,DIV,"Manassas City Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Manassas City Public Schools",Male,265,205,77.4,207,78.1
2021,DIV,"Manassas City Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Manassas City Public Schools","Multiple Races",24,22,91.7,22,91.7
2021,DIV,"Manassas City Public Schools","Students with Disabilities",74,58,78.4,59,79.7
2021,DIV,"Manassas City Public Schools",White,79,75,94.9,76,96.2
2021,DIV,"Manassas Park City Public Schools","All Students",288,256,88.9,259,89.9
2021,DIV,"Manassas Park City Public Schools",Asian,16,16,100,16,100
2021,DIV,"Manassas Park City Public Schools",Black,28,27,96.4,27,96.4
2021,DIV,"Manassas Park City Public Schools","Economically Disadvantaged",129,111,86,113,87.6
2021,DIV,"Manassas Park City Public Schools","English Learners",78,57,73.1,58,74.4
2021,DIV,"Manassas Park City Public Schools",Female,136,123,90.4,125,91.9
2021,DIV,"Manassas Park City Public Schools",Hispanic,194,164,84.5,166,85.6
2021,DIV,"Manassas Park City Public Schools",Male,152,133,87.5,134,88.2
2021,DIV,"Manassas Park City Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Manassas Park City Public Schools","Multiple Races",11,10,90.9,11,100
2021,DIV,"Manassas Park City Public Schools","Students with Disabilities",26,20,76.9,23,88.5
2021,DIV,"Manassas Park City Public Schools",White,39,39,100,39,100
2021,DIV,"Martinsville City Public Schools","All Students",143,120,83.9,120,83.9
2021,DIV,"Martinsville City Public Schools","American Indian",<,<,<,<,<
2021,DIV,"Martinsville City Public Schools",Asian,<,<,100,<,100
2021,DIV,"Martinsville City Public Schools",Black,83,76,91.6,76,91.6
2021,DIV,"Martinsville City Public Schools","Economically Disadvantaged",107,89,83.2,89,83.2
2021,DIV,"Martinsville City Public Schools","English Learners",11,6,54.5,6,54.5
2021,DIV,"Martinsville City Public Schools",Female,70,57,81.4,57,81.4
2021,DIV,"Martinsville City Public Schools",Hispanic,19,13,68.4,13,68.4
2021,DIV,"Martinsville City Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Martinsville City Public Schools",Male,73,63,86.3,63,86.3
2021,DIV,"Martinsville City Public Schools","Multiple Races",13,9,69.2,9,69.2
2021,DIV,"Martinsville City Public Schools","Students with Disabilities",19,11,57.9,11,57.9
2021,DIV,"Martinsville City Public Schools",White,26,21,80.8,21,80.8
2021,DIV,"Mathews County Public Schools","All Students",70,64,91.4,66,94.3
2021,DIV,"Mathews County Public Schools",Black,<,<,<,<,<
2021,DIV,"Mathews County Public Schools","Economically Disadvantaged",33,28,84.8,30,90.9
2021,DIV,"Mathews County Public Schools",Female,31,29,93.5,30,96.8
2021,DIV,"Mathews County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"Mathews County Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Mathews County Public Schools",Male,39,35,89.7,36,92.3
2021,DIV,"Mathews County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Mathews County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Mathews County Public Schools","Students with Disabilities",<,<,<,<,<
2021,DIV,"Mathews County Public Schools",White,57,53,93,55,96.5
2021,DIV,"Mecklenburg County Public Schools","All Students",318,283,89,285,89.6
2021,DIV,"Mecklenburg County Public Schools","American Indian",<,<,<,<,<
2021,DIV,"Mecklenburg County Public Schools",Black,136,124,91.2,125,91.9
2021,DIV,"Mecklenburg County Public Schools","Economically Disadvantaged",184,157,85.3,158,85.9
2021,DIV,"Mecklenburg County Public Schools","English Learners",<,<,<,<,<
2021,DIV,"Mecklenburg County Public Schools",Female,158,144,91.1,146,92.4
2021,DIV,"Mecklenburg County Public Schools",Hispanic,16,14,87.5,15,93.8
2021,DIV,"Mecklenburg County Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Mecklenburg County Public Schools",Male,160,139,86.9,139,86.9
2021,DIV,"Mecklenburg County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Mecklenburg County Public Schools","Multiple Races",14,12,85.7,12,85.7
2021,DIV,"Mecklenburg County Public Schools","Students with Disabilities",38,33,86.8,33,86.8
2021,DIV,"Mecklenburg County Public Schools",White,149,132,88.6,132,88.6
2021,DIV,"Middlesex County Public Schools","All Students",73,73,100,73,100
2021,DIV,"Middlesex County Public Schools",Black,16,16,100,16,100
2021,DIV,"Middlesex County Public Schools","Economically Disadvantaged",38,38,100,38,100
2021,DIV,"Middlesex County Public Schools",Female,42,42,100,42,100
2021,DIV,"Middlesex County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"Middlesex County Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Middlesex County Public Schools",Male,31,31,100,31,100
2021,DIV,"Middlesex County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Middlesex County Public Schools","Students with Disabilities",<,<,100,<,100
2021,DIV,"Middlesex County Public Schools",White,53,53,100,53,100
2021,DIV,"Montgomery County Public Schools","All Students",720,687,95.4,691,96
2021,DIV,"Montgomery County Public Schools",Asian,22,22,100,22,100
2021,DIV,"Montgomery County Public Schools",Black,33,31,93.9,31,93.9
2021,DIV,"Montgomery County Public Schools","Economically Disadvantaged",250,225,90,229,91.6
2021,DIV,"Montgomery County Public Schools","English Learners",23,22,95.7,22,95.7
2021,DIV,"Montgomery County Public Schools",Female,334,316,94.6,317,94.9
2021,DIV,"Montgomery County Public Schools","Foster Care",<,<,<,<,<
2021,DIV,"Montgomery County Public Schools",Hispanic,41,39,95.1,39,95.1
2021,DIV,"Montgomery County Public Schools",Homeless,11,8,72.7,8,72.7
2021,DIV,"Montgomery County Public Schools",Male,383,369,96.3,372,97.1
2021,DIV,"Montgomery County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Montgomery County Public Schools","Multiple Races",34,30,88.2,30,88.2
2021,DIV,"Montgomery County Public Schools","Students with Disabilities",64,60,93.8,61,95.3
2021,DIV,"Montgomery County Public Schools",White,590,565,95.8,569,96.4
2021,DIV,"Nelson County Public Schools","All Students",142,130,91.5,133,93.7
2021,DIV,"Nelson County Public Schools",Black,20,17,85,18,90
2021,DIV,"Nelson County Public Schools","Economically Disadvantaged",75,66,88,68,90.7
2021,DIV,"Nelson County Public Schools","English Learners",<,<,<,<,<
2021,DIV,"Nelson County Public Schools",Female,65,61,93.8,61,93.8
2021,DIV,"Nelson County Public Schools",Hispanic,10,9,90,9,90
2021,DIV,"Nelson County Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Nelson County Public Schools",Male,77,69,89.6,72,93.5
2021,DIV,"Nelson County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Nelson County Public Schools","Students with Disabilities",26,20,76.9,20,76.9
2021,DIV,"Nelson County Public Schools",White,107,99,92.5,101,94.4
2021,DIV,"New Kent County Public Schools","All Students",244,229,93.9,235,96.3
2021,DIV,"New Kent County Public Schools","American Indian",<,<,100,<,100
2021,DIV,"New Kent County Public Schools",Asian,<,<,100,<,100
2021,DIV,"New Kent County Public Schools",Black,24,22,91.7,22,91.7
2021,DIV,"New Kent County Public Schools","Economically Disadvantaged",45,40,88.9,43,95.6
2021,DIV,"New Kent County Public Schools",Female,112,106,94.6,108,96.4
2021,DIV,"New Kent County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"New Kent County Public Schools",Male,132,123,93.2,127,96.2
2021,DIV,"New Kent County Public Schools","Military Connected",12,11,91.7,11,91.7
2021,DIV,"New Kent County Public Schools","Multiple Races",16,14,87.5,15,93.8
2021,DIV,"New Kent County Public Schools","Students with Disabilities",26,25,96.2,25,96.2
2021,DIV,"New Kent County Public Schools",White,193,182,94.3,187,96.9
2021,DIV,"Newport News City Public Schools","All Students",1672,1601,95.8,1631,97.5
2021,DIV,"Newport News City Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Newport News City Public Schools",Asian,56,56,100,56,100
2021,DIV,"Newport News City Public Schools",Black,889,845,95.1,864,97.2
2021,DIV,"Newport News City Public Schools","Economically Disadvantaged",825,796,96.5,807,97.8
2021,DIV,"Newport News City Public Schools","English Learners",58,54,93.1,54,93.1
2021,DIV,"Newport News City Public Schools",Female,891,863,96.9,875,98.2
2021,DIV,"Newport News City Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Newport News City Public Schools",Hispanic,204,198,97.1,199,97.5
2021,DIV,"Newport News City Public Schools",Homeless,22,20,90.9,20,90.9
2021,DIV,"Newport News City Public Schools",Male,778,735,94.5,753,96.8
2021,DIV,"Newport News City Public Schools","Military Connected",141,139,98.6,141,100
2021,DIV,"Newport News City Public Schools","Multiple Races",82,77,93.9,80,97.6
2021,DIV,"Newport News City Public Schools","Native Hawaiian",<,<,100,<,100
2021,DIV,"Newport News City Public Schools","Students with Disabilities",259,244,94.2,246,95
2021,DIV,"Newport News City Public Schools",White,428,412,96.3,419,97.9
2021,DIV,"Norfolk City Public Schools","All Students",1848,1567,84.8,1593,86.2
2021,DIV,"Norfolk City Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Norfolk City Public Schools",Asian,51,50,98,50,98
2021,DIV,"Norfolk City Public Schools",Black,1061,884,83.3,900,84.8
2021,DIV,"Norfolk City Public Schools","Economically Disadvantaged",1008,851,84.4,864,85.7
2021,DIV,"Norfolk City Public Schools","English Learners",70,43,61.4,43,61.4
2021,DIV,"Norfolk City Public Schools",Female,947,846,89.3,853,90.1
2021,DIV,"Norfolk City Public Schools","Foster Care",<,<,100,<,100
2021,DIV,"Norfolk City Public Schools",Hispanic,195,141,72.3,144,73.8
2021,DIV,"Norfolk City Public Schools",Homeless,30,26,86.7,26,86.7
2021,DIV,"Norfolk City Public Schools",Male,901,721,80,740,82.1
2021,DIV,"Norfolk City Public Schools","Military Connected",235,223,94.9,224,95.3
2021,DIV,"Norfolk City Public Schools","Multiple Races",131,116,88.5,117,89.3
2021,DIV,"Norfolk City Public Schools","Native Hawaiian",11,10,90.9,10,90.9
2021,DIV,"Norfolk City Public Schools","Students with Disabilities",129,115,89.1,118,91.5
2021,DIV,"Norfolk City Public Schools",White,393,360,91.6,366,93.1
2021,DIV,"Northampton County Public Schools","All Students",120,105,87.5,105,87.5
2021,DIV,"Northampton County Public Schools","American Indian",<,<,100,<,100
2021,DIV,"Northampton County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Northampton County Public Schools",Black,45,36,80,36,80
2021,DIV,"Northampton County Public Schools","Economically Disadvantaged",92,78,84.8,78,84.8
2021,DIV,"Northampton County Public Schools","English Learners",<,<,<,<,<
2021,DIV,"Northampton County Public Schools",Female,50,45,90,45,90
2021,DIV,"Northampton County Public Schools",Hispanic,24,23,95.8,23,95.8
2021,DIV,"Northampton County Public Schools",Homeless,<,<,<,<,<
2021,DIV,"Northampton County Public Schools",Male,70,60,85.7,60,85.7
2021,DIV,"Northampton County Public Schools",Migrant,<,<,100,<,100
2021,DIV,"Northampton County Public Schools","Military Connected",<,<,100,<,100
2021,DIV,"Northampton County Public Schools","Multiple Races",<,<,100,<,100
2021,DIV,"Northampton County Public Schools","Students with Disabilities",19,14,73.7,14,73.7
2021,DIV,"Northampton County Public Schools",White,43,38,88.4,38,88.4
2021,DIV,"Northumberland County Public Schools","All Students",101,97,96,97,96
2021,DIV,"Northumberland County Public Schools",Asian,<,<,100,<,100
2021,DIV,"Northumberland County Public Schools",Black,31,31,100,31,100
2021,DIV,"Northumberland County Public Schools","Economically Disadvantaged",40,36,90,36,90
2021,DIV,"Northumberland County Public Schools","English Learners",<,<,100,<,100
2021,DIV,"Northumberland County Public Schools",Female,50,49,98,49,98
2021,DIV,"Northumberland County Public Schools",Hispanic,<,<,100,<,100
2021,DIV,"Northumberland County Public Schools",Homeless,<,<,100,<,100
2021,DIV,"Northumberland County Public Schools",Male,51,48,94.1,48,94.1
2021,DIV,"Northumberland County Public Schools","Multiple Races",<,<,<,<,<
2021,DIV,"Northumberland County Public Schools","Native Hawaiian",<,<,100,<,100
2021,DIV,"Northumberland County Public Schools","Students with Disabilities",16,14,87.5,14,87.5
2021,DIV,"Northumberland County Public Schools",White,60,57,95,57,95
2021,DIV,"Norton City Public Schools","All Students",81,78,96.3,78,96.3
2021,DIV,"Norton City Public Schools",Black,<,<,100,<,100
