"Diplomas and Completion"
4/3/2023

Year,Level,Division,Subgroup,Cohort,"Dropout Count","Dropout Rate","Advanced Diplomas","Standard Count","Other Diplomas Count","GED ISAEP","Standard and Other Diplomas Count","GED Other Non-Graduation Count","Other Non-Graduation Count"
2021,DIV,"Galax City Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Galax City Public Schools",Hispanic,26,5,19.2,4,14,2,0,1,1,16
2021,DIV,"Galax City Public Schools",Male,40,4,10,11,23,1,1,0,1,24
2021,DIV,"Galax City Public Schools",Migrant,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Galax City Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Galax City Public Schools","Multiple Races",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Galax City Public Schools","Students with Disabilities",12,0,0,1,8,2,1,0,1,10
2021,DIV,"Galax City Public Schools",White,48,0,0,16,29,0,2,1,3,29
2021,DIV,"Giles County Public Schools","All Students",177,10,5.6,29,120,10,2,6,8,130
2021,DIV,"Giles County Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Giles County Public Schools","Economically Disadvantaged",82,8,9.8,7,54,7,2,4,6,61
2021,DIV,"Giles County Public Schools",Female,96,3,3.1,22,63,3,2,3,5,66
2021,DIV,"Giles County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Giles County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Giles County Public Schools",Male,81,7,8.6,7,57,7,0,3,3,64
2021,DIV,"Giles County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Giles County Public Schools","Students with Disabilities",26,3,11.5,1,11,10,0,1,1,21
2021,DIV,"Giles County Public Schools",White,167,10,6,28,114,8,2,5,7,122
2021,DIV,"Gloucester County Public Schools","All Students",431,24,5.6,185,192,12,11,7,18,204
2021,DIV,"Gloucester County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Gloucester County Public Schools",Black,29,1,3.4,15,11,0,1,1,2,11
2021,DIV,"Gloucester County Public Schools","Economically Disadvantaged",172,20,11.6,46,85,9,6,6,12,94
2021,DIV,"Gloucester County Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Gloucester County Public Schools",Female,194,5,2.6,105,74,5,3,2,5,79
2021,DIV,"Gloucester County Public Schools",Hispanic,22,2,9.1,7,11,1,0,1,1,12
2021,DIV,"Gloucester County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Gloucester County Public Schools",Male,237,19,8,80,118,7,8,5,13,125
2021,DIV,"Gloucester County Public Schools","Military Connected",28,1,3.6,11,14,0,1,1,2,14
2021,DIV,"Gloucester County Public Schools","Multiple Races",18,3,16.7,5,8,2,0,0,0,10
2021,DIV,"Gloucester County Public Schools","Students with Disabilities",48,1,2.1,2,29,12,4,0,4,41
2021,DIV,"Gloucester County Public Schools",White,361,18,5,157,162,9,10,5,15,171
2021,DIV,"Goochland County Public Schools","All Students",227,7,3.1,163,53,2,0,2,2,55
2021,DIV,"Goochland County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Goochland County Public Schools",Black,32,1,3.1,22,8,1,0,0,0,9
2021,DIV,"Goochland County Public Schools","Economically Disadvantaged",68,5,7.4,41,21,1,0,0,0,22
2021,DIV,"Goochland County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Goochland County Public Schools",Female,105,4,3.8,85,15,0,0,1,1,15
2021,DIV,"Goochland County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Goochland County Public Schools",Hispanic,23,3,13,13,7,0,0,0,0,7
2021,DIV,"Goochland County Public Schools",Male,122,3,2.5,78,38,2,0,1,1,40
2021,DIV,"Goochland County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Goochland County Public Schools","Multiple Races",15,0,0,11,3,1,0,0,0,4
2021,DIV,"Goochland County Public Schools","Students with Disabilities",29,2,6.9,5,19,2,0,0,1,21
2021,DIV,"Goochland County Public Schools",White,154,3,1.9,115,35,0,0,1,1,35
2021,DIV,"Grayson County Public Schools","All Students",89,0,0,40,46,3,0,0,0,49
2021,DIV,"Grayson County Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Grayson County Public Schools","Economically Disadvantaged",53,0,0,18,33,2,0,0,0,35
2021,DIV,"Grayson County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Grayson County Public Schools",Female,39,0,0,26,12,1,0,0,0,13
2021,DIV,"Grayson County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Grayson County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Grayson County Public Schools",Male,50,0,0,14,34,2,0,0,0,36
2021,DIV,"Grayson County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Grayson County Public Schools","Students with Disabilities",17,0,0,0,14,3,0,0,0,17
2021,DIV,"Grayson County Public Schools",White,76,0,0,33,40,3,0,0,0,43
2021,DIV,"Greene County Public Schools","All Students",228,9,3.9,109,107,0,1,2,3,107
2021,DIV,"Greene County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Greene County Public Schools",Black,14,0,0,5,8,0,1,0,1,8
2021,DIV,"Greene County Public Schools","Economically Disadvantaged",93,7,7.5,25,60,0,0,1,1,60
2021,DIV,"Greene County Public Schools","English Learners",13,1,7.7,7,5,0,0,0,0,5
2021,DIV,"Greene County Public Schools",Female,102,2,2,65,35,0,0,0,0,35
2021,DIV,"Greene County Public Schools",Hispanic,32,3,9.4,19,10,0,0,0,0,10
2021,DIV,"Greene County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Greene County Public Schools",Male,126,7,5.6,44,72,0,1,2,3,72
2021,DIV,"Greene County Public Schools","Military Connected",11,0,0,9,1,0,1,0,1,1
2021,DIV,"Greene County Public Schools","Multiple Races",30,1,3.3,12,16,0,0,1,1,16
2021,DIV,"Greene County Public Schools","Students with Disabilities",31,1,3.2,1,29,0,0,0,0,29
2021,DIV,"Greene County Public Schools",White,147,5,3.4,68,73,0,0,1,1,73
2021,DIV,"Greensville County Public Schools","All Students",158,21,13.3,66,56,3,0,12,12,59
2021,DIV,"Greensville County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Greensville County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Greensville County Public Schools",Black,116,17,14.7,41,43,3,0,12,12,46
2021,DIV,"Greensville County Public Schools","Economically Disadvantaged",109,17,15.6,38,40,3,0,11,11,43
2021,DIV,"Greensville County Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Greensville County Public Schools",Female,74,9,12.2,44,18,1,0,2,2,19
2021,DIV,"Greensville County Public Schools",Hispanic,12,2,16.7,6,4,0,0,0,0,4
2021,DIV,"Greensville County Public Schools",Male,84,12,14.3,22,38,2,0,10,10,40
2021,DIV,"Greensville County Public Schools","Military Connected",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Greensville County Public Schools","Multiple Races",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Greensville County Public Schools","Students with Disabilities",13,3,23.1,0,7,3,0,0,0,10
2021,DIV,"Greensville County Public Schools",White,25,1,4,15,9,0,0,0,0,9
2021,DIV,"Halifax County Public Schools","All Students",364,47,12.9,105,188,11,0,13,13,199
2021,DIV,"Halifax County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Halifax County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Halifax County Public Schools",Black,170,29,17.1,41,84,7,0,9,9,91
2021,DIV,"Halifax County Public Schools","Economically Disadvantaged",178,29,16.3,25,106,8,0,10,10,114
2021,DIV,"Halifax County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Halifax County Public Schools",Female,193,20,10.4,78,86,3,0,6,6,89
2021,DIV,"Halifax County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Halifax County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Halifax County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Halifax County Public Schools",Male,171,27,15.8,27,102,8,0,7,7,110
2021,DIV,"Halifax County Public Schools","Multiple Races",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Halifax County Public Schools","Students with Disabilities",61,12,19.7,1,37,11,0,0,0,48
2021,DIV,"Halifax County Public Schools",White,178,17,9.6,58,98,3,0,2,2,101
2021,DIV,"Hampton City Public Schools","All Students",1442,9,.6,564,791,53,3,22,25,844
2021,DIV,"Hampton City Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Hampton City Public Schools",Asian,29,0,0,23,6,0,0,0,0,6
2021,DIV,"Hampton City Public Schools",Black,924,6,.6,321,540,40,1,16,17,580
2021,DIV,"Hampton City Public Schools","Economically Disadvantaged",723,4,.6,198,473,29,3,16,19,502
2021,DIV,"Hampton City Public Schools","English Learners",11,1,9.1,2,8,0,0,0,0,8
2021,DIV,"Hampton City Public Schools",Female,697,6,.9,332,332,13,1,13,14,345
2021,DIV,"Hampton City Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Hampton City Public Schools",Hispanic,97,0,0,37,58,1,0,1,1,59
2021,DIV,"Hampton City Public Schools",Homeless,11,0,0,0,9,2,0,0,0,11
2021,DIV,"Hampton City Public Schools",Male,745,3,.4,232,459,40,2,9,11,499
2021,DIV,"Hampton City Public Schools","Military Connected",39,0,0,19,19,1,0,0,0,20
2021,DIV,"Hampton City Public Schools","Multiple Races",96,0,0,40,50,4,0,2,2,54
2021,DIV,"Hampton City Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Hampton City Public Schools","Students with Disabilities",198,0,0,11,133,53,1,0,1,186
2021,DIV,"Hampton City Public Schools",White,290,3,1,141,134,7,2,3,5,141
2021,DIV,"Hanover County Public Schools","All Students",1468,37,2.5,1002,375,20,13,21,34,395
2021,DIV,"Hanover County Public Schools","American Indian",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Hanover County Public Schools",Asian,42,0,0,31,11,0,0,0,0,11
2021,DIV,"Hanover County Public Schools",Black,133,5,3.8,73,45,6,2,2,4,51
2021,DIV,"Hanover County Public Schools","Economically Disadvantaged",386,26,6.7,165,164,11,6,14,20,175
2021,DIV,"Hanover County Public Schools","English Learners",30,6,20,3,18,0,0,3,3,18
2021,DIV,"Hanover County Public Schools",Female,723,10,1.4,528,166,5,7,7,14,171
2021,DIV,"Hanover County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Hanover County Public Schools",Hispanic,92,8,8.7,39,38,2,0,5,5,40
2021,DIV,"Hanover County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Hanover County Public Schools",Male,745,27,3.6,474,209,15,6,14,20,224
2021,DIV,"Hanover County Public Schools","Military Connected",15,0,0,14,1,0,0,0,0,1
2021,DIV,"Hanover County Public Schools","Multiple Races",52,2,3.8,34,15,0,0,1,1,15
2021,DIV,"Hanover County Public Schools","Students with Disabilities",185,19,10.3,35,108,20,2,1,3,128
2021,DIV,"Hanover County Public Schools",White,1144,21,1.8,823,264,12,11,13,24,276
2021,DIV,"Harrisonburg City Public Schools","All Students",508,48,9.4,272,166,7,5,10,15,173
2021,DIV,"Harrisonburg City Public Schools",Asian,22,0,0,18,4,0,0,0,0,4
2021,DIV,"Harrisonburg City Public Schools",Black,65,4,6.2,28,28,2,1,2,3,30
2021,DIV,"Harrisonburg City Public Schools","Economically Disadvantaged",325,44,13.5,138,124,6,5,8,13,130
2021,DIV,"Harrisonburg City Public Schools","English Learners",155,36,23.2,49,66,3,0,1,1,69
2021,DIV,"Harrisonburg City Public Schools",Female,237,20,8.4,149,62,1,2,3,5,63
2021,DIV,"Harrisonburg City Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Harrisonburg City Public Schools",Hispanic,236,34,14.4,107,82,3,2,8,10,85
2021,DIV,"Harrisonburg City Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Harrisonburg City Public Schools",Male,271,28,10.3,123,104,6,3,7,10,110
2021,DIV,"Harrisonburg City Public Schools",Migrant,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Harrisonburg City Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Harrisonburg City Public Schools","Multiple Races",19,0,0,9,10,0,0,0,0,10
2021,DIV,"Harrisonburg City Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Harrisonburg City Public Schools","Students with Disabilities",43,7,16.3,8,21,7,0,0,0,28
2021,DIV,"Harrisonburg City Public Schools",White,165,10,6.1,110,41,2,2,0,2,43
2021,DIV,"Henrico County Public Schools","All Students",4134,306,7.4,2245,1393,86,40,64,104,1479
2021,DIV,"Henrico County Public Schools","American Indian",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Henrico County Public Schools",Asian,413,9,2.2,327,71,4,1,1,2,75
2021,DIV,"Henrico County Public Schools",Black,1482,111,7.5,554,712,55,14,36,50,767
2021,DIV,"Henrico County Public Schools","Economically Disadvantaged",1847,225,12.2,571,918,62,22,49,71,980
2021,DIV,"Henrico County Public Schools","English Learners",288,116,40.3,22,139,3,3,4,8,142
2021,DIV,"Henrico County Public Schools",Female,1999,121,6.1,1213,602,24,15,24,39,626
2021,DIV,"Henrico County Public Schools","Foster Care",19,8,42.1,1,6,3,1,0,1,9
2021,DIV,"Henrico County Public Schools",Hispanic,450,118,26.2,146,167,5,4,10,14,172
2021,DIV,"Henrico County Public Schools",Homeless,49,11,22.4,7,25,3,0,3,3,28
2021,DIV,"Henrico County Public Schools",Male,2135,185,8.7,1032,791,62,25,40,65,853
2021,DIV,"Henrico County Public Schools","Military Connected",42,1,2.4,28,11,1,0,1,1,12
2021,DIV,"Henrico County Public Schools","Multiple Races",169,10,5.9,96,58,1,1,3,4,59
2021,DIV,"Henrico County Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Henrico County Public Schools","Students with Disabilities",553,77,13.9,67,308,86,11,3,15,394
2021,DIV,"Henrico County Public Schools",White,1612,56,3.5,1118,383,21,20,14,34,404
2021,DIV,"Henry County Public Schools","All Students",529,36,6.8,180,265,15,10,23,33,280
2021,DIV,"Henry County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Henry County Public Schools",Black,116,6,5.2,40,65,3,1,1,2,68
2021,DIV,"Henry County Public Schools","Economically Disadvantaged",263,18,6.8,61,151,8,8,17,25,159
2021,DIV,"Henry County Public Schools","English Learners",19,4,21.1,0,14,0,0,1,1,14
2021,DIV,"Henry County Public Schools",Female,257,14,5.4,120,104,3,6,10,16,107
2021,DIV,"Henry County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Henry County Public Schools",Hispanic,79,10,12.7,28,36,3,1,1,2,39
2021,DIV,"Henry County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Henry County Public Schools",Male,272,22,8.1,60,161,12,4,13,17,173
2021,DIV,"Henry County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Henry County Public Schools","Multiple Races",32,3,9.4,4,20,1,2,2,4,21
2021,DIV,"Henry County Public Schools","Students with Disabilities",75,11,14.7,4,43,15,1,1,2,58
2021,DIV,"Henry County Public Schools",White,300,17,5.7,106,144,8,6,19,25,152
2021,DIV,"Highland County Public Schools","All Students",17,1,5.9,11,4,1,0,0,0,5
2021,DIV,"Highland County Public Schools","Economically Disadvantaged",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Highland County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Highland County Public Schools",Female,11,0,0,9,1,1,0,0,0,2
2021,DIV,"Highland County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Highland County Public Schools",Male,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Highland County Public Schools","Students with Disabilities",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Highland County Public Schools",White,16,1,6.3,10,4,1,0,0,0,5
2021,DIV,"Hopewell City Public Schools","All Students",266,7,2.6,83,140,16,0,20,20,156
2021,DIV,"Hopewell City Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Hopewell City Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Hopewell City Public Schools",Black,162,2,1.2,45,93,8,0,14,14,101
2021,DIV,"Hopewell City Public Schools","Economically Disadvantaged",254,5,2,81,133,15,0,20,20,148
2021,DIV,"Hopewell City Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Hopewell City Public Schools",Female,143,1,.7,51,75,7,0,9,9,82
2021,DIV,"Hopewell City Public Schools",Hispanic,20,1,5,6,13,0,0,0,0,13
2021,DIV,"Hopewell City Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Hopewell City Public Schools",Male,123,6,4.9,32,65,9,0,11,11,74
2021,DIV,"Hopewell City Public Schools","Military Connected",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Hopewell City Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Hopewell City Public Schools","Students with Disabilities",47,1,2.1,6,24,16,0,0,0,40
2021,DIV,"Hopewell City Public Schools",White,71,4,5.6,26,28,7,0,6,6,35
2021,DIV,"Isle of Wight County Public Schools","All Students",472,15,3.2,246,184,9,8,10,18,193
2021,DIV,"Isle of Wight County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Isle of Wight County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Isle of Wight County Public Schools",Black,119,5,4.2,49,57,5,1,2,3,62
2021,DIV,"Isle of Wight County Public Schools","Economically Disadvantaged",166,7,4.2,45,98,7,5,4,9,105
2021,DIV,"Isle of Wight County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Isle of Wight County Public Schools",Female,229,5,2.2,141,74,5,2,2,4,79
2021,DIV,"Isle of Wight County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Isle of Wight County Public Schools",Hispanic,22,2,9.1,12,5,0,1,2,3,5
2021,DIV,"Isle of Wight County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Isle of Wight County Public Schools",Male,243,10,4.1,105,110,4,6,8,14,114
2021,DIV,"Isle of Wight County Public Schools","Military Connected",13,1,7.7,9,3,0,0,0,0,3
2021,DIV,"Isle of Wight County Public Schools","Multiple Races",33,2,6.1,15,15,0,1,0,1,15
2021,DIV,"Isle of Wight County Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Isle of Wight County Public Schools","Students with Disabilities",56,9,16.1,6,31,9,1,0,1,40
2021,DIV,"Isle of Wight County Public Schools",White,288,6,2.1,163,104,4,5,6,11,108
2021,DIV,"King George County Public Schools","All Students",390,21,5.4,199,158,6,2,4,6,164
2021,DIV,"King George County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"King George County Public Schools",Black,54,3,5.6,22,25,2,1,1,2,27
2021,DIV,"King George County Public Schools","Economically Disadvantaged",118,11,9.3,37,64,1,2,3,5,65
2021,DIV,"King George County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2021,DIV,"King George County Public Schools",Female,189,8,4.2,116,61,0,2,2,4,61
2021,DIV,"King George County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2021,DIV,"King George County Public Schools",Hispanic,25,1,4,14,8,0,0,2,2,8
2021,DIV,"King George County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2021,DIV,"King George County Public Schools",Male,201,13,6.5,83,97,6,0,2,2,103
2021,DIV,"King George County Public Schools","Military Connected",39,1,2.6,23,14,1,0,0,0,15
2021,DIV,"King George County Public Schools","Multiple Races",28,4,14.3,10,13,1,0,0,0,14
2021,DIV,"King George County Public Schools","Students with Disabilities",48,9,18.8,4,27,6,2,0,2,33
2021,DIV,"King George County Public Schools",White,276,13,4.7,148,110,3,1,1,2,113
2021,DIV,"King William County Public Schools","All Students",168,5,3,49,108,0,1,5,6,108
2021,DIV,"King William County Public Schools","American Indian",<,<,<,<,<,<,<,<,<,<
2021,DIV,"King William County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"King William County Public Schools",Black,31,0,0,10,21,0,0,0,0,21
2021,DIV,"King William County Public Schools","Economically Disadvantaged",66,3,4.5,10,51,0,1,1,2,51
2021,DIV,"King William County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2021,DIV,"King William County Public Schools",Female,76,3,3.9,31,40,0,0,2,2,40
2021,DIV,"King William County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2021,DIV,"King William County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2021,DIV,"King William County Public Schools",Male,92,2,2.2,18,68,0,1,3,4,68
2021,DIV,"King William County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"King William County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2021,DIV,"King William County Public Schools","Students with Disabilities",13,0,0,0,13,0,0,0,0,13
2021,DIV,"King William County Public Schools",White,123,4,3.3,34,79,0,1,5,6,79
2021,DIV,"King and Queen County Public Schools","All Students",45,1,2.2,15,25,1,2,1,3,26
2021,DIV,"King and Queen County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"King and Queen County Public Schools",Black,14,1,7.1,8,4,1,0,0,0,5
2021,DIV,"King and Queen County Public Schools","Economically Disadvantaged",21,1,4.8,7,12,0,1,0,1,12
2021,DIV,"King and Queen County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2021,DIV,"King and Queen County Public Schools",Female,24,0,0,14,10,0,0,0,0,10
2021,DIV,"King and Queen County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2021,DIV,"King and Queen County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"King and Queen County Public Schools",Male,21,1,4.8,1,15,1,2,1,3,16
2021,DIV,"King and Queen County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2021,DIV,"King and Queen County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2021,DIV,"King and Queen County Public Schools","Students with Disabilities",<,<,<,<,<,<,<,<,<,<
2021,DIV,"King and Queen County Public Schools",White,21,0,0,6,12,0,2,1,3,12
2021,DIV,"Lancaster County Public Schools","All Students",93,3,3.2,40,36,7,0,7,7,43
2021,DIV,"Lancaster County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Lancaster County Public Schools",Black,47,3,6.4,13,21,5,0,5,5,26
2021,DIV,"Lancaster County Public Schools","Economically Disadvantaged",58,3,5.2,14,27,7,0,7,7,34
2021,DIV,"Lancaster County Public Schools",Female,50,0,0,27,17,2,0,4,4,19
2021,DIV,"Lancaster County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Lancaster County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Lancaster County Public Schools",Male,43,3,7,13,19,5,0,3,3,24
2021,DIV,"Lancaster County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Lancaster County Public Schools","Students with Disabilities",16,1,6.3,2,5,7,0,0,1,12
2021,DIV,"Lancaster County Public Schools",White,41,0,0,25,12,2,0,2,2,14
2021,DIV,"Lee County Public Schools","All Students",231,24,10.4,60,126,14,3,4,7,140
2021,DIV,"Lee County Public Schools",Black,<,<,<,<,<,<,<,<,<,<
2021,DIV,"Lee County Public Schools","Economically Disadvantaged",148,20,13.5,26,85,12,2,3,5,97
2021,DIV,"Lee County Public Schools",Female,110,12,10.9,35,54,6,2,1,3,60
2021,DIV,"Lee County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Lee County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Lee County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Lee County Public Schools",Male,121,12,9.9,25,72,8,1,3,4,80
2021,DIV,"Lee County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Lee County Public Schools","Students with Disabilities",43,7,16.3,0,22,14,0,0,0,36
2021,DIV,"Lee County Public Schools",White,224,23,10.3,58,122,14,3,4,7,136
2021,DIV,"Lexington City Public Schools","All Students",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Lexington City Public Schools","Economically Disadvantaged",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Lexington City Public Schools",Female,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Lexington City Public Schools",Male,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Lexington City Public Schools","Students with Disabilities",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Lexington City Public Schools",White,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Loudoun County Public Schools","All Students",6725,121,1.8,5120,1361,58,21,44,65,1419
2021,DIV,"Loudoun County Public Schools","American Indian",18,0,0,13,5,0,0,0,0,5
2021,DIV,"Loudoun County Public Schools",Asian,1486,6,.4,1316,145,13,2,4,6,158
2021,DIV,"Loudoun County Public Schools",Black,467,6,1.3,298,151,5,1,6,7,156
2021,DIV,"Loudoun County Public Schools","Economically Disadvantaged",1438,90,6.3,696,593,21,6,32,38,614
2021,DIV,"Loudoun County Public Schools","English Learners",484,76,15.7,116,262,17,2,11,13,279
2021,DIV,"Loudoun County Public Schools",Female,3235,48,1.5,2590,551,24,10,12,22,575
2021,DIV,"Loudoun County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2021,DIV,"Loudoun County Public Schools",Hispanic,1165,93,8,618,419,14,4,17,21,433
2021,DIV,"Loudoun County Public Schools",Homeless,114,23,20.2,27,59,1,0,4,4,60
2021,DIV,"Loudoun County Public Schools",Male,3478,73,2.1,2521,807,34,11,32,43,841
2021,DIV,"Loudoun County Public Schools","Military Connected",82,1,1.2,59,21,1,0,0,0,22
2021,DIV,"Loudoun County Public Schools","Multiple Races",342,0,0,261,73,6,1,1,2,79
2021,DIV,"Loudoun County Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Loudoun County Public Schools","Students with Disabilities",656,21,3.2,192,376,58,2,5,9,434
2021,DIV,"Loudoun County Public Schools",White,3241,16,.5,2608,568,20,13,16,29,588
2021,DIV,"Louisa County Public Schools","All Students",409,17,4.2,200,168,21,0,3,3,189
2021,DIV,"Louisa County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Louisa County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2021,DIV,"Louisa County Public Schools",Black,65,2,3.1,29,31,3,0,0,0,34
2021,DIV,"Louisa County Public Schools","Economically Disadvantaged",189,14,7.4,60,99,14,0,2,2,113
2021,DIV,"Louisa County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Louisa County Public Schools",Female,208,6,2.9,112,78,11,0,1,1,89
2021,DIV,"Louisa County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2021,DIV,"Louisa County Public Schools",Hispanic,26,0,0,13,9,3,0,1,1,12
